file_path,file_name,label,subset
wasp/1331787019_ca513a7acf_n.jpg,1331787019_ca513a7acf_n.jpg,wasp,train
bee/14322267704_2ac34a2af2_n.jpg,14322267704_2ac34a2af2_n.jpg,bee,train
wasp/7382817412_b5a0f8c899_w.jpg,7382817412_b5a0f8c899_w.jpg,wasp,train
wasp/4250759545_eb707b1145_n.jpg,4250759545_eb707b1145_n.jpg,wasp,train
other_insect/insect3.jpg,insect3.jpg,other_insect,train
other_insect/insect_image_204.jpg,insect_image_204.jpg,other_insect,train
other_insect/8542836797_477176edca_n.jpg,8542836797_477176edca_n.jpg,other_insect,train
bee/1324904081_75fdbb7ace_n.jpg,1324904081_75fdbb7ace_n.jpg,bee,train
bee/15063164899_4b3d4e7082_w.jpg,15063164899_4b3d4e7082_w.jpg,bee,train
wasp/6103665305_b52694b9a9_m.jpg,6103665305_b52694b9a9_m.jpg,wasp,train
other_noinsect/508227.jpg,508227.jpg,other_noinsect,train
other_noinsect/food_image_491.jpg,food_image_491.jpg,other_noinsect,train
bee/6891776982_2b40bdbc1a_n.jpg,6891776982_2b40bdbc1a_n.jpg,bee,train
other_insect/16695568851_f76bf9b1ec_n.jpg,16695568851_f76bf9b1ec_n.jpg,other_insect,train
wasp/22076825895_27a7756c6c_n.jpg,22076825895_27a7756c6c_n.jpg,wasp,train
other_noinsect/546962.jpg,546962.jpg,other_noinsect,train
other_noinsect/animal_image_405.jpg,animal_image_405.jpg,other_noinsect,train
other_insect/37839051901_728cab5082_w.jpg,37839051901_728cab5082_w.jpg,other_insect,train
other_insect/41303052085_76162cab5a_m.jpg,41303052085_76162cab5a_m.jpg,other_insect,train
bee/7056243953_c77cd2c3fc_n.jpg,7056243953_c77cd2c3fc_n.jpg,bee,train
other_noinsect/flower_image_229.jpg,flower_image_229.jpg,other_noinsect,train
wasp/2493945061_a9cf849386_n.jpg,2493945061_a9cf849386_n.jpg,wasp,train
other_noinsect/animal_image_268.jpg,animal_image_268.jpg,other_noinsect,train
other_noinsect/food_image_359.jpg,food_image_359.jpg,other_noinsect,train
other_noinsect/food_image_529.jpg,food_image_529.jpg,other_noinsect,train
other_insect/41525027075_06ac8cf6b2_n.jpg,41525027075_06ac8cf6b2_n.jpg,other_insect,train
bee/44584691162_f030ddaff0_w.jpg,44584691162_f030ddaff0_w.jpg,bee,train
bee/bee_image_772.jpg,bee_image_772.jpg,bee,train
other_noinsect/flower_image_176.jpg,flower_image_176.jpg,other_noinsect,train
bee/11553185696_d1414ce263_m.jpg,11553185696_d1414ce263_m.jpg,bee,train
other_noinsect/519728.jpg,519728.jpg,other_noinsect,train
other_noinsect/countryside_image_88.jpg,countryside_image_88.jpg,other_noinsect,train
other_noinsect/animal_image_283.jpg,animal_image_283.jpg,other_noinsect,train
bee/bee_image_277.jpg,bee_image_277.jpg,bee,train
wasp/5098320225_69e1ed48f1_w.jpg,5098320225_69e1ed48f1_w.jpg,wasp,train
other_noinsect/food_image_459.jpg,food_image_459.jpg,other_noinsect,train
other_insect/35205486331_3c03362778_n.jpg,35205486331_3c03362778_n.jpg,other_insect,train
other_noinsect/513125.jpg,513125.jpg,other_noinsect,train
other_noinsect/animal_image_571.jpg,animal_image_571.jpg,other_noinsect,train
other_insect/39747007484_3d5053c25c_n.jpg,39747007484_3d5053c25c_n.jpg,other_insect,train
wasp/4250759527_21c5fd0aa9_n.jpg,4250759527_21c5fd0aa9_n.jpg,wasp,train
other_noinsect/flower_image_175.jpg,flower_image_175.jpg,other_noinsect,train
bee/43485668765_dffb55b673_n.jpg,43485668765_dffb55b673_n.jpg,bee,train
other_insect/29749175957_f1dd2df74e_m.jpg,29749175957_f1dd2df74e_m.jpg,other_insect,train
other_insect/4855654028_9ba77e268d_m.jpg,4855654028_9ba77e268d_m.jpg,other_insect,train
wasp/16049737413_d2051a7536_w.jpg,16049737413_d2051a7536_w.jpg,wasp,train
bee/13756366184_73147d5e44_n.jpg,13756366184_73147d5e44_n.jpg,bee,train
wasp/wasp_image_133.jpg,wasp_image_133.jpg,wasp,train
wasp/J00237.jpg,J00237.jpg,wasp,train
other_noinsect/510047.jpg,510047.jpg,other_noinsect,train
other_insect/5759980974_ef5bfc3239_n.jpg,5759980974_ef5bfc3239_n.jpg,other_insect,train
other_insect/44172294982_04c4d7c0ff_n.jpg,44172294982_04c4d7c0ff_n.jpg,other_insect,train
other_insect/27975974339_d66891e050_n.jpg,27975974339_d66891e050_n.jpg,other_insect,train
other_noinsect/food_image_371.jpg,food_image_371.jpg,other_noinsect,train
other_noinsect/animal_image_220.jpg,animal_image_220.jpg,other_noinsect,train
bee/bee_image_161.jpg,bee_image_161.jpg,bee,train
bee/21626927926_e17bf503f3_n.jpg,21626927926_e17bf503f3_n.jpg,bee,train
wasp/I00329.jpg,I00329.jpg,wasp,train
wasp/16423011831_d1ecb65b84_w.jpg,16423011831_d1ecb65b84_w.jpg,wasp,train
other_noinsect/food_image_386.jpg,food_image_386.jpg,other_noinsect,train
other_insect/25898607008_7ef26e20c1_m.jpg,25898607008_7ef26e20c1_m.jpg,other_insect,train
other_noinsect/flower_image_419.jpg,flower_image_419.jpg,other_noinsect,train
bee/3898185019_568d51241b_n.jpg,3898185019_568d51241b_n.jpg,bee,train
bee/28087060047_08d62dcf79_m.jpg,28087060047_08d62dcf79_m.jpg,bee,train
other_insect/insect_image_496.jpg,insect_image_496.jpg,other_insect,train
other_insect/insect_image_379.jpg,insect_image_379.jpg,other_insect,train
bee/37064277130_9ee0a96704_n.jpg,37064277130_9ee0a96704_n.jpg,bee,train
other_noinsect/519351.jpg,519351.jpg,other_noinsect,train
other_noinsect/animal_image_56.jpg,animal_image_56.jpg,other_noinsect,train
other_noinsect/animal_image_53.jpg,animal_image_53.jpg,other_noinsect,train
other_insect/34616643294_c6af8fb24d_n.jpg,34616643294_c6af8fb24d_n.jpg,other_insect,train
