image,true_label,pred_label
wasp/2570683320_1f738571a6_m.jpg,3,2
bee/18696969590_b2d13b69b2_n.jpg,0,3
wasp/3118025738_bbffb90394_n.jpg,3,2
wasp/43821635452_b4e6782577_w.jpg,3,2
wasp/42674660515_85472b77b5_w.jpg,3,1
wasp/2725987506_0a5132f635_n.jpg,3,2
other_noinsect/food_image_107.jpg,2,3
wasp/W00218.jpg,3,0
other_insect/21870655513_283864d2a5_n.jpg,1,3
wasp/2713090769_ca2bf16a52_m.jpg,3,0
other_noinsect/549535.jpg,2,3
other_noinsect/flower_image_431.jpg,2,0
other_insect/insect_image_173.jpg,1,3
other_insect/insect_image_266.jpg,1,2
wasp/3918577748_d7732d4f1a_m.jpg,3,0
bee/52034010_52af6aa3e8_n.jpg,0,1
wasp/9127908370_8f8b163606_n.jpg,3,1
wasp/wasp_image_381.jpg,3,0
bee/45553954872_ff97a2b15a_n.jpg,0,3
other_insect/43873013264_15cf7c500d_m.jpg,1,0
other_insect/insect_image_260.jpg,1,2
bee/43264026504_3517814bef_w.jpg,0,3
wasp/wasp_image_315.jpg,3,0
wasp/520956545_c1e4da34ef_n.jpg,3,2
other_insect/insect_image_262.jpg,1,3
other_insect/insect_image_200.jpg,1,3
other_insect/insect_image_171.jpg,1,3
wasp/wasp_image_337.jpg,3,0
other_noinsect/food_image_457.jpg,2,0
wasp/6088787759_63dc57a659_n.jpg,3,0
other_insect/animal_image_160.jpg,1,2
bee/30114091528_95dc6e360b_w.jpg,0,2
wasp/wasp_image_552.jpg,3,2
wasp/2747451923_3a0e3ff868_w.jpg,3,1
wasp/49789124062_0cfa1c8b61_n.jpg,3,0
other_noinsect/flower_image_173.jpg,2,0
bee/bee_image_754.jpg,0,3
wasp/2783776721_4db1aa954c_n.jpg,3,0
bee/2945905869_61bb5e9ae6_n.jpg,0,1
wasp/29259987992_ffb011a555_n.jpg,3,0
bee/45636476255_72d464f105_n.jpg,0,1
other_insect/insect_image_60.jpg,1,2
bee/8685406069_6ab288a825_m.jpg,0,3
bee/4788351920_872f036cbc_n.jpg,0,1
bee/36625420391_0c97c34674_w.jpg,0,3
bee/52033120_49a69b55c0_n.jpg,0,1
wasp/wasp_image_459.jpg,3,0
other_insect/insect_image_280.jpg,1,3
wasp/wasp_image_255.jpg,3,0
other_noinsect/insect_image_476.jpg,2,1
wasp/wasp_image_214.jpg,3,1
other_insect/insect_image_479.jpg,1,3
other_insect/insect_image_278.jpg,1,0
bee/7359319408_46f5434b92_n.jpg,0,3
wasp/36858955246_df237850b6_w.jpg,3,1
wasp/6977869677_360f0cf893_m.jpg,3,0
wasp/23850087438_2108ee02ea_n.jpg,3,1
wasp/wasp_image_296.jpg,3,0
wasp/3693625789_daae7dffa6_n.jpg,3,0
other_insect/27265699770_c84734ddc1_m.jpg,1,3
other_insect/insect_image_336.jpg,1,2
wasp/45800420805_db3ce9862d_n.jpg,3,0
bee/37320448951_62aec19229_n.jpg,0,3
other_insect/28434454633_27081a626e_n.jpg,1,0
wasp/3774852992_c148f68dcd_n.jpg,3,2
other_insect/insect_image_542.jpg,1,2
other_insect/insect_image_127.jpg,1,2
wasp/28728056910_2acc3914e4_n.jpg,3,1
wasp/wasp_image_243.jpg,3,1
wasp/4628983422_235608a455_n.jpg,3,0
bee/bee_image_235.jpg,0,2
other_insect/insect_image_434.jpg,1,3
wasp/9508633602_98e56d306e_n.jpg,3,0
wasp/wasp_image_429.jpg,3,0
bee/bee_image_59.jpg,0,3
wasp/263941787_ba3da13cd4_m.jpg,3,2
bee/43857048194_7544c4342c_m.jpg,0,3
wasp/wasp_image_187.jpg,3,1
wasp/wasp_image_220.jpg,3,0
other_noinsect/7671358980_24216fc3f6_n.jpg,2,3
wasp/wasp_image_526.jpg,3,1
wasp/14028498962_985048b75d_n.jpg,3,1
wasp/wasp_image_436.jpg,3,0
other_insect/13742178343_fe5a7ba46e_m.jpg,1,0
other_insect/insect_image_176.jpg,1,3
other_insect/36742921223_317303498e_w.jpg,1,3
other_insect/42350957610_fb8da4e15d_m.jpg,1,3
other_insect/14314569330_afaaf0c627_m.jpg,1,3
wasp/wasp_image_549.jpg,3,1
other_noinsect/flower_image_169.jpg,2,3
wasp/48365969717_d16f15b4be_m.jpg,3,1
other_insect/32978467323_f85e48a417_n.jpg,1,3
other_insect/44235778221_652cc0af29_m.jpg,1,0
wasp/wasp_image_339.jpg,3,1
other_insect/29905370348_546be58ce4_n.jpg,1,3
wasp/wasp_image_489.jpg,3,0
bee/36413967515_68c7f5d40e_n.jpg,0,3
wasp/wasp_image_521.jpg,3,2
other_insect/2147087_e39fd22e19_n.jpg,1,3
other_insect/42755296212_b58b6ca526_n.jpg,1,3
bee/507878018_7c7fb0ccd2_n.jpg,0,3
wasp/wasp_image_530.jpg,3,2
bee/bee_image_233.jpg,0,3
