image,true_label,pred_label
bee/6049082559_ce936f9081_m.jpg,0,1
wasp/17763587956_31b5e681be_n.jpg,3,0
bee/43112406195_45f6376096_n.jpg,0,3
bee/34001199640_96641168a1_n.jpg,0,3
wasp/2570683320_1f738571a6_m.jpg,3,2
other_insect/6164262723_0600d35cfd_n.jpg,1,0
bee/18696969590_b2d13b69b2_n.jpg,0,1
other_insect/insect_image_285.jpg,1,3
wasp/3118025738_bbffb90394_n.jpg,3,0
wasp/43821635452_b4e6782577_w.jpg,3,0
wasp/19745360585_48137a3a79_n.jpg,3,0
other_noinsect/countryside_image_428.jpg,2,1
wasp/42674660515_85472b77b5_w.jpg,3,1
wasp/46659792732_8fc4a06d4e_n.jpg,3,0
other_noinsect/food_image_107.jpg,2,3
wasp/wasp_image_473.jpg,3,0
wasp/W00218.jpg,3,1
other_insect/21870655513_283864d2a5_n.jpg,1,3
wasp/2713090769_ca2bf16a52_m.jpg,3,0
other_noinsect/flower_image_431.jpg,2,0
bee/6910152226_449c67dc96_w.jpg,0,1
bee/bee_image_62.jpg,0,1
other_insect/insect_image_266.jpg,1,3
bee/52034010_52af6aa3e8_n.jpg,0,1
wasp/9127908370_8f8b163606_n.jpg,3,1
wasp/wasp_image_381.jpg,3,0
bee/45553954872_ff97a2b15a_n.jpg,0,3
other_insect/43873013264_15cf7c500d_m.jpg,1,2
bee/4628904173_ca1eb968ab_m.jpg,0,1
wasp/wasp_image_315.jpg,3,0
wasp/520956545_c1e4da34ef_n.jpg,3,2
other_insect/insect_image_262.jpg,1,0
wasp/W00336.jpg,3,1
wasp/9258069190_ffb44ffb89_n.jpg,3,0
bee/9740859763_7973ba87b5_n.jpg,0,3
wasp/wasp_image_58.jpg,3,0
wasp/7543861720_1a4b479c3d_n.jpg,3,0
other_insect/insect_image_171.jpg,1,3
other_insect/insect12.jpg,1,3
wasp/4810946768_0b6bce7a5a_m.jpg,3,0
other_noinsect/flower_image_372.jpg,2,1
bee/6910149782_533df0144f_n.jpg,0,3
wasp/wasp_image_337.jpg,3,2
other_insect/insect_image_326.jpg,1,2
wasp/14082601457_e5cb294835_m.jpg,3,2
other_insect/31736368728_2406802876_n.jpg,1,3
other_noinsect/food_image_457.jpg,2,3
wasp/9634500031_3061da24e2_n.jpg,3,0
wasp/6088787759_63dc57a659_n.jpg,3,0
other_insect/animal_image_160.jpg,1,2
bee/30114091528_95dc6e360b_w.jpg,0,3
wasp/wasp_image_552.jpg,3,0
wasp/2747451923_3a0e3ff868_w.jpg,3,1
wasp/49789124062_0cfa1c8b61_n.jpg,3,0
other_noinsect/flower_image_173.jpg,2,0
bee/bee_image_754.jpg,0,3
wasp/2783776721_4db1aa954c_n.jpg,3,0
wasp/16047313044_c447072467_n.jpg,3,1
wasp/wasp_image_202.jpg,3,0
bee/2945905869_61bb5e9ae6_n.jpg,0,1
other_noinsect/10920543_5ba1e8166e_n.jpg,2,3
other_insect/9460151723_cc262c914e_w.jpg,1,3
bee/45636476255_72d464f105_n.jpg,0,1
wasp/1388805598_a90317d027_m.jpg,3,2
wasp/36650818203_73f271b511_m.jpg,3,0
other_insect/insect_image_60.jpg,1,2
wasp/6997616750_ede6d1e2ca_n.jpg,3,0
bee/8685406069_6ab288a825_m.jpg,0,3
wasp/45617507734_d524d2ff80_m.jpg,3,1
bee/4788351920_872f036cbc_n.jpg,0,1
bee/36625420391_0c97c34674_w.jpg,0,2
bee/52033120_49a69b55c0_n.jpg,0,1
bee/bee_image_147.jpg,0,3
bee/bee_image_478.jpg,0,2
bee/41905329445_06cc57e7e4_m.jpg,0,3
other_noinsect/insect_image_239.jpg,2,3
wasp/wasp_image_459.jpg,3,2
other_insect/insect_image_280.jpg,1,0
wasp/wasp_image_255.jpg,3,0
other_noinsect/insect_image_476.jpg,2,3
wasp/wasp_image_214.jpg,3,1
other_insect/insect_image_479.jpg,1,3
bee/7359319408_46f5434b92_n.jpg,0,3
other_noinsect/flower_image_215.jpg,2,0
other_insect/40469249881_ebdb54ba83_n.jpg,1,3
bee/bee_image_659.jpg,0,2
wasp/36858955246_df237850b6_w.jpg,3,1
wasp/6977869677_360f0cf893_m.jpg,3,2
wasp/20658820355_933b91b6ab_m.jpg,3,1
wasp/2450430266_a134f6f278_w.jpg,3,0
bee/4672010460_ff5bd77112_m.jpg,0,1
wasp/23850087438_2108ee02ea_n.jpg,3,1
other_insect/44874825541_df1d91fa5f_n.jpg,1,3
wasp/wasp_image_296.jpg,3,0
wasp/3693625789_daae7dffa6_n.jpg,3,0
other_insect/27265699770_c84734ddc1_m.jpg,1,3
wasp/wasp_image_535.jpg,3,0
wasp/45800420805_db3ce9862d_n.jpg,3,0
